Fecha,Tienda,SKU,Producto,Categoría,Precio (€),Coste_unitario (€),Margen_unitario (€),Unidades_vendidas,Tipo_cliente,Canal_venta,Método_pago,Campaña,Temporada,Stock_inicial,Stock_final,Reposición_necesaria,Región
2024-09-20,GoldenGoose.com,GG-SN441,Stardan,Sneakers,661.71,410.74,250.97,2,Turista,Online,Tarjeta,Navidad Exclusiva,Verano,19,17,False,Global
2024-11-19,Tokio Ginza,GG-BO982,Tote GG,Bolsos,1793.55,1043.29,750.26,1,VIP,Físico,Online,Colección Primavera,Primavera,25,24,False,Asia
2024-06-25,Milán Centro,GG-CH810,Leather Biker,Chaquetas,1773.41,1020.71,752.7,1,VIP,Físico,Online,Colección Primavera,Invierno,19,18,False,Europa
2024-08-14,Tokio Ginza,GG-CH122,Leather Biker,Chaquetas,1778.55,778.44,1000.11,1,Turista,Físico,Tarjeta,Navidad Exclusiva,Primavera,17,16,False,Asia
2024-03-07,NY Soho,GG-SN332,Stardan,Sneakers,816.01,491.37,324.64,2,VIP,Físico,Online,Colección Primavera,Invierno,17,15,False,EE.UU.
2024-04-05,Milán Centro,GG-BO603,Tote GG,Bolsos,1799.09,783.25,1015.84,2,VIP,Físico,Tarjeta,Colaboración GGxArt,Primavera,14,12,False,Europa
2024-07-11,París Marais,GG-AC975,Bufanda Lux,Accesorios,1375.05,802.4,572.65,2,Turista,Físico,Tarjeta,Navidad Exclusiva,Primavera,8,6,True,Europa
2024-04-09,Madrid Serrano,GG-SN583,Stardan,Sneakers,723.61,344.63,378.98,1,Regular,Físico,Tarjeta,Colaboración GGxArt,Verano,11,10,False,Europa
2024-07-29,Tokio Ginza,GG-BO424,Tote GG,Bolsos,1869.32,916.07,953.25,1,VIP,Físico,Online,Colección Primavera,Invierno,14,13,False,Asia
2024-06-25,GoldenGoose.com,GG-CH118,Leather Biker,Chaquetas,1908.4,1140.08,768.32,3,Regular,Online,Tarjeta,Edición Limitada,Invierno,29,26,False,Global
2024-05-03,GoldenGoose.com,GG-SN470,Stardan,Sneakers,1993.65,1168.65,825.0,2,Turista,Online,Tarjeta,Navidad Exclusiva,Invierno,9,7,True,Global
2024-04-04,NY Soho,GG-CH821,Denim Glow,Chaquetas,528.85,291.94,236.91,1,Regular,Físico,Tarjeta,Edición Limitada,Invierno,27,26,False,EE.UU.
2024-09-18,Madrid Serrano,GG-CH189,Denim Glow,Chaquetas,656.39,320.24,336.15,1,VIP,Físico,Tarjeta,Colección Primavera,Invierno,23,22,False,Europa
2024-08-04,GoldenGoose.com,GG-BO874,Star Bag,Bolsos,1969.38,1106.82,862.56,1,Regular,Online,Tarjeta,Colaboración GGxArt,Invierno,30,29,False,Global
2024-01-02,París Marais,GG-CH486,Bomber Star,Chaquetas,1680.04,880.63,799.41,1,Regular,Físico,Online,Colaboración GGxArt,Verano,16,15,False,Europa
2024-09-07,Madrid Serrano,GG-CH698,Denim Glow,Chaquetas,608.06,297.25,310.81,1,VIP,Físico,Tarjeta,,Verano,18,17,False,Europa
2024-09-24,Milán Centro,GG-CH685,Bomber Star,Chaquetas,1769.43,881.35,888.08,3,VIP,Físico,Online,Edición Limitada,Invierno,18,15,False,Europa
2024-11-18,Tokio Ginza,GG-SN953,Stardan,Sneakers,1804.82,1062.29,742.53,1,Regular,Físico,Online,,Otoño,25,24,False,Asia
2024-07-01,Madrid Serrano,GG-CH339,Denim Glow,Chaquetas,531.51,294.57,236.94,1,VIP,Físico,Online,,Invierno,12,11,False,Europa
2024-07-29,Tokio Ginza,GG-AC313,Cinturón Star,Accesorios,1830.73,848.93,981.8,0,VIP,Físico,Online,Navidad Exclusiva,Invierno,8,8,True,Asia
2024-03-16,París Marais,GG-SN673,Stardan,Sneakers,1925.61,1198.58,727.03,1,VIP,Físico,Online,Colaboración GGxArt,Invierno,23,22,False,Europa
2024-08-14,NY Soho,GG-SN928,Running Sole,Sneakers,1833.57,750.36,1083.21,0,VIP,Físico,Tarjeta,,Primavera,19,19,False,EE.UU.
2024-11-07,Madrid Serrano,GG-AC478,Cinturón Star,Accesorios,1895.39,878.44,1016.95,2,Regular,Físico,Tarjeta,Colección Primavera,Invierno,30,28,False,Europa
2024-01-22,Tokio Ginza,GG-SN538,Super-Star,Sneakers,1467.69,690.96,776.73,2,Regular,Físico,Online,,Verano,15,13,False,Asia
2024-08-09,NY Soho,GG-AC647,Bufanda Lux,Accesorios,1886.01,866.91,1019.1,3,VIP,Físico,Tarjeta,,Primavera,16,13,False,EE.UU.
2024-01-09,NY Soho,GG-BO716,Tote GG,Bolsos,1593.97,818.81,775.16,3,VIP,Físico,Online,Colección Primavera,Otoño,31,28,False,EE.UU.
2024-02-18,Madrid Serrano,GG-BO669,Star Bag,Bolsos,1147.0,650.31,496.69,1,VIP,Físico,Tarjeta,,Invierno,25,24,False,Europa
2024-02-25,GoldenGoose.com,GG-CH229,Leather Biker,Chaquetas,941.52,380.68,560.84,1,Turista,Online,Online,Colección Primavera,Primavera,25,24,False,Global
2024-08-28,París Marais,GG-CH805,Denim Glow,Chaquetas,1443.1,853.91,589.19,2,Regular,Físico,Tarjeta,Navidad Exclusiva,Invierno,17,15,False,Europa
2024-02-25,Madrid Serrano,GG-AC359,Bufanda Lux,Accesorios,1478.03,621.19,856.84,2,VIP,Físico,Tarjeta,,Verano,11,9,True,Europa
2024-02-05,Tokio Ginza,GG-CH200,Bomber Star,Chaquetas,1987.39,1020.32,967.07,2,Regular,Físico,Tarjeta,,Verano,26,24,False,Asia
2024-09-22,Tokio Ginza,GG-SN404,Running Sole,Sneakers,1824.43,853.49,970.94,1,Regular,Físico,Tarjeta,Colaboración GGxArt,Verano,10,9,True,Asia
2024-08-17,NY Soho,GG-SN284,Ball Star,Sneakers,936.32,388.06,548.26,1,Turista,Físico,Tarjeta,Edición Limitada,Primavera,16,15,False,EE.UU.
2024-01-15,Madrid Serrano,GG-SN272,Super-Star,Sneakers,1019.16,522.61,496.55,0,Regular,Físico,Online,Edición Limitada,Otoño,9,9,True,Europa
2024-05-12,GoldenGoose.com,GG-CH728,Denim Glow,Chaquetas,533.73,267.86,265.87,5,Regular,Online,Online,Colección Primavera,Otoño,11,6,True,Global
2024-03-11,París Marais,GG-BO843,Star Bag,Bolsos,734.53,324.33,410.2,0,VIP,Físico,Tarjeta,Navidad Exclusiva,Primavera,28,28,False,Europa
2024-09-30,GoldenGoose.com,GG-AC238,Gorra Logo,Accesorios,1496.68,642.04,854.64,2,Turista,Online,Online,,Verano,11,9,True,Global
2024-06-18,NY Soho,GG-BO900,Mini Clutch,Bolsos,1549.42,772.63,776.79,1,Regular,Físico,Online,Edición Limitada,Otoño,31,30,False,EE.UU.
2024-03-06,GoldenGoose.com,GG-BO176,Mini Clutch,Bolsos,1607.21,906.88,700.33,0,Regular,Online,Tarjeta,Colaboración GGxArt,Invierno,12,12,False,Global
2024-10-24,GoldenGoose.com,GG-AC113,Cinturón Star,Accesorios,1929.63,1156.95,772.68,2,Regular,Online,Tarjeta,Edición Limitada,Verano,31,29,False,Global
2024-12-17,Madrid Serrano,GG-SN252,Super-Star,Sneakers,1706.82,886.84,819.98,2,VIP,Físico,Tarjeta,Colaboración GGxArt,Invierno,32,30,False,Europa
2024-05-14,GoldenGoose.com,GG-BO345,Mini Clutch,Bolsos,1345.18,621.06,724.12,0,VIP,Online,Online,Navidad Exclusiva,Otoño,14,14,False,Global
2024-06-17,Tokio Ginza,GG-BO130,Tote GG,Bolsos,1088.27,607.07,481.2,3,VIP,Físico,Online,,Invierno,12,9,True,Asia
2024-04-23,Tokio Ginza,GG-BO410,Mini Clutch,Bolsos,711.41,321.48,389.93,2,Regular,Físico,Online,Colaboración GGxArt,Invierno,8,6,True,Asia
2024-02-03,Madrid Serrano,GG-CH698,Bomber Star,Chaquetas,1319.16,808.08,511.08,2,VIP,Físico,Online,Navidad Exclusiva,Primavera,8,6,True,Europa
2024-08-06,GoldenGoose.com,GG-BO444,Tote GG,Bolsos,711.96,287.22,424.74,2,VIP,Online,Tarjeta,Colaboración GGxArt,Invierno,9,7,True,Global
2024-03-28,París Marais,GG-AC595,Gorra Logo,Accesorios,1711.06,862.93,848.13,0,Turista,Físico,Online,Navidad Exclusiva,Invierno,20,20,False,Europa
2024-08-01,GoldenGoose.com,GG-BO175,Star Bag,Bolsos,833.39,512.27,321.12,0,VIP,Online,Online,,Otoño,28,28,False,Global
2024-04-28,París Marais,GG-AC137,Gorra Logo,Accesorios,1507.77,718.87,788.9,1,Turista,Físico,Online,Colección Primavera,Verano,8,7,True,Europa
2024-04-06,NY Soho,GG-SN703,Ball Star,Sneakers,1455.48,650.55,804.93,0,Turista,Físico,Tarjeta,,Verano,10,10,False,EE.UU.
2024-07-06,NY Soho,GG-CH167,Denim Glow,Chaquetas,891.96,408.01,483.95,0,Regular,Físico,Tarjeta,Colaboración GGxArt,Otoño,14,14,False,EE.UU.
2024-08-12,Tokio Ginza,GG-AC761,Cinturón Star,Accesorios,1767.98,1046.21,721.77,0,Turista,Físico,Tarjeta,Colección Primavera,Invierno,26,26,False,Asia
2024-10-22,Tokio Ginza,GG-BO725,Star Bag,Bolsos,1875.33,788.04,1087.29,2,Regular,Físico,Online,Navidad Exclusiva,Verano,18,16,False,Asia
2024-11-08,NY Soho,GG-CH448,Denim Glow,Chaquetas,1400.94,775.24,625.7,4,Regular,Físico,Tarjeta,Colaboración GGxArt,Otoño,13,9,True,EE.UU.
2024-09-21,Milán Centro,GG-AC824,Bufanda Lux,Accesorios,949.42,396.31,553.11,1,Turista,Físico,Online,Navidad Exclusiva,Verano,21,20,False,Europa
2024-02-12,NY Soho,GG-BO729,Mini Clutch,Bolsos,638.52,375.77,262.75,2,VIP,Físico,Tarjeta,Colaboración GGxArt,Primavera,9,7,True,EE.UU.
2024-09-30,París Marais,GG-AC641,Gorra Logo,Accesorios,1592.12,892.18,699.94,0,Turista,Físico,Tarjeta,,Primavera,19,19,False,Europa
2024-06-20,NY Soho,GG-SN578,Super-Star,Sneakers,1712.55,851.65,860.9,2,Turista,Físico,Online,Navidad Exclusiva,Otoño,29,27,False,EE.UU.
2024-05-31,Madrid Serrano,GG-AC439,Cinturón Star,Accesorios,907.57,444.15,463.42,2,Regular,Físico,Online,Colaboración GGxArt,Invierno,16,14,False,Europa
2024-10-13,Tokio Ginza,GG-AC571,Bufanda Lux,Accesorios,963.77,442.52,521.25,1,VIP,Físico,Online,Colaboración GGxArt,Otoño,18,17,False,Asia
2024-10-19,Madrid Serrano,GG-BO227,Tote GG,Bolsos,718.85,449.85,269.0,1,Turista,Físico,Online,Colaboración GGxArt,Otoño,13,12,False,Europa
2024-04-16,GoldenGoose.com,GG-BO480,Mini Clutch,Bolsos,818.08,500.71,317.37,2,Regular,Online,Tarjeta,Navidad Exclusiva,Verano,24,22,False,Global
2024-04-02,Milán Centro,GG-CH623,Bomber Star,Chaquetas,900.56,376.39,524.17,0,Regular,Físico,Online,Edición Limitada,Otoño,26,26,False,Europa
2024-03-15,GoldenGoose.com,GG-SN949,Super-Star,Sneakers,1481.74,887.89,593.85,0,VIP,Online,Online,Colaboración GGxArt,Verano,25,25,False,Global
2024-12-09,Tokio Ginza,GG-AC471,Bufanda Lux,Accesorios,736.05,449.36,286.69,0,VIP,Físico,Tarjeta,Colección Primavera,Otoño,22,22,False,Asia
2024-09-28,Madrid Serrano,GG-SN753,Stardan,Sneakers,662.55,403.37,259.18,0,Regular,Físico,Online,Edición Limitada,Invierno,23,23,False,Europa
2024-02-29,Tokio Ginza,GG-CH922,Denim Glow,Chaquetas,558.08,261.57,296.51,2,VIP,Físico,Online,Navidad Exclusiva,Otoño,29,27,False,Asia
2024-11-11,Tokio Ginza,GG-BO117,Mini Clutch,Bolsos,758.25,320.48,437.77,0,VIP,Físico,Tarjeta,Colección Primavera,Invierno,20,20,False,Asia
2024-11-28,Madrid Serrano,GG-CH804,Denim Glow,Chaquetas,1648.07,853.23,794.84,4,Turista,Físico,Tarjeta,Navidad Exclusiva,Verano,27,23,False,Europa
2024-01-24,GoldenGoose.com,GG-AC591,Bufanda Lux,Accesorios,1625.61,937.22,688.39,1,VIP,Online,Online,,Verano,15,14,False,Global
2024-11-08,Tokio Ginza,GG-AC476,Gorra Logo,Accesorios,512.13,290.38,221.75,1,Turista,Físico,Online,Edición Limitada,Verano,22,21,False,Asia
2024-11-24,Milán Centro,GG-AC555,Cinturón Star,Accesorios,1921.19,782.87,1138.32,0,Regular,Físico,Online,Navidad Exclusiva,Invierno,15,15,False,Europa
2024-09-22,Milán Centro,GG-BO391,Mini Clutch,Bolsos,1836.14,992.14,844.0,0,Regular,Físico,Tarjeta,Navidad Exclusiva,Primavera,11,11,False,Europa
2024-04-17,GoldenGoose.com,GG-CH483,Denim Glow,Chaquetas,1324.61,586.35,738.26,0,Turista,Online,Online,Navidad Exclusiva,Otoño,22,22,False,Global
2024-03-02,NY Soho,GG-AC473,Cinturón Star,Accesorios,1154.07,740.26,413.81,0,VIP,Físico,Online,,Verano,27,27,False,EE.UU.
2024-02-14,Tokio Ginza,GG-SN325,Super-Star,Sneakers,1696.74,914.24,782.5,1,VIP,Físico,Online,Colaboración GGxArt,Invierno,28,27,False,Asia
2024-07-01,Madrid Serrano,GG-SN341,Running Sole,Sneakers,1541.17,803.61,737.56,1,Regular,Físico,Tarjeta,Edición Limitada,Otoño,28,27,False,Europa
2024-05-26,Madrid Serrano,GG-SN285,Super-Star,Sneakers,660.57,422.69,237.88,2,Turista,Físico,Tarjeta,,Verano,31,29,False,Europa
2024-11-28,París Marais,GG-CH569,Denim Glow,Chaquetas,668.25,343.82,324.43,0,VIP,Físico,Online,Colaboración GGxArt,Primavera,7,7,True,Europa
2024-05-25,Tokio Ginza,GG-SN543,Super-Star,Sneakers,1746.64,755.66,990.98,0,VIP,Físico,Tarjeta,,Otoño,8,8,True,Asia
2024-06-24,Madrid Serrano,GG-BO900,Mini Clutch,Bolsos,1930.45,841.7,1088.75,3,Regular,Físico,Tarjeta,Edición Limitada,Primavera,24,21,False,Europa
2024-03-25,GoldenGoose.com,GG-AC332,Gorra Logo,Accesorios,1051.32,464.43,586.89,2,VIP,Online,Online,,Otoño,13,11,False,Global
2024-08-14,NY Soho,GG-AC690,Bufanda Lux,Accesorios,609.82,295.59,314.23,0,Regular,Físico,Tarjeta,Edición Limitada,Otoño,18,18,False,EE.UU.
2024-06-23,GoldenGoose.com,GG-BO240,Tote GG,Bolsos,519.74,289.99,229.75,3,Regular,Online,Tarjeta,Navidad Exclusiva,Verano,27,24,False,Global
2024-07-20,Madrid Serrano,GG-AC161,Bufanda Lux,Accesorios,646.83,364.79,282.04,3,VIP,Físico,Tarjeta,Navidad Exclusiva,Invierno,23,20,False,Europa
2024-03-31,Tokio Ginza,GG-BO804,Star Bag,Bolsos,895.77,358.32,537.45,0,Regular,Físico,Tarjeta,Colaboración GGxArt,Primavera,21,21,False,Asia
2024-12-07,GoldenGoose.com,GG-BO865,Star Bag,Bolsos,1885.74,1036.74,849.0,6,Regular,Online,Online,Navidad Exclusiva,Primavera,19,13,False,Global
2024-01-10,París Marais,GG-SN635,Ball Star,Sneakers,1209.8,689.82,519.98,3,Regular,Físico,Tarjeta,,Verano,26,23,False,Europa
2024-11-28,GoldenGoose.com,GG-BO446,Tote GG,Bolsos,1512.95,862.86,650.09,0,VIP,Online,Tarjeta,Navidad Exclusiva,Primavera,26,26,False,Global
2024-06-08,Tokio Ginza,GG-SN536,Ball Star,Sneakers,1284.39,700.41,583.98,1,VIP,Físico,Tarjeta,Edición Limitada,Invierno,23,22,False,Asia
2024-03-20,Tokio Ginza,GG-CH802,Denim Glow,Chaquetas,1952.47,925.47,1027.0,6,VIP,Físico,Tarjeta,Navidad Exclusiva,Primavera,11,5,True,Asia
2024-11-10,GoldenGoose.com,GG-AC279,Bufanda Lux,Accesorios,1106.82,539.57,567.25,3,Regular,Online,Tarjeta,,Verano,14,11,False,Global
2024-04-25,Milán Centro,GG-AC526,Cinturón Star,Accesorios,544.28,329.03,215.25,4,VIP,Físico,Online,Navidad Exclusiva,Invierno,16,12,False,Europa
2024-07-19,Milán Centro,GG-BO987,Mini Clutch,Bolsos,1831.07,1027.84,803.23,4,Regular,Físico,Online,Colección Primavera,Otoño,9,5,True,Europa
2024-05-29,Milán Centro,GG-AC964,Cinturón Star,Accesorios,1744.55,845.9,898.65,2,VIP,Físico,Online,Colección Primavera,Primavera,11,9,True,Europa
2024-08-30,Madrid Serrano,GG-CH605,Denim Glow,Chaquetas,1526.49,726.46,800.03,2,Regular,Físico,Online,Edición Limitada,Otoño,12,10,False,Europa
2024-09-06,GoldenGoose.com,GG-BO422,Tote GG,Bolsos,663.02,371.23,291.79,1,Turista,Online,Tarjeta,,Primavera,31,30,False,Global
2024-12-16,Milán Centro,GG-AC904,Bufanda Lux,Accesorios,626.82,295.88,330.94,0,Regular,Físico,Online,Colaboración GGxArt,Primavera,13,13,False,Europa
2024-05-16,Milán Centro,GG-SN223,Super-Star,Sneakers,1608.48,979.76,628.72,1,Regular,Físico,Online,Edición Limitada,Verano,12,11,False,Europa
2024-10-07,Milán Centro,GG-SN665,Running Sole,Sneakers,1340.0,868.21,471.79,1,VIP,Físico,Online,Edición Limitada,Verano,9,8,True,Europa
2024-10-30,Madrid Serrano,GG-SN396,Stardan,Sneakers,1356.25,749.63,606.62,0,Regular,Físico,Tarjeta,Navidad Exclusiva,Invierno,26,26,False,Europa
2024-05-12,NY Soho,GG-SN784,Super-Star,Sneakers,1820.92,855.37,965.55,0,VIP,Físico,Tarjeta,Colección Primavera,Primavera,17,17,False,EE.UU.
2024-01-03,Madrid Serrano,GG-CH773,Leather Biker,Chaquetas,522.3,257.37,264.93,2,Regular,Físico,Online,Colaboración GGxArt,Primavera,12,10,False,Europa
2024-03-12,París Marais,GG-CH894,Leather Biker,Chaquetas,732.75,377.52,355.23,3,VIP,Físico,Tarjeta,Edición Limitada,Invierno,28,25,False,Europa
2024-07-21,Madrid Serrano,GG-BO963,Star Bag,Bolsos,1827.35,903.52,923.83,0,VIP,Físico,Online,Colaboración GGxArt,Verano,24,24,False,Europa
2024-10-10,Madrid Serrano,GG-AC467,Bufanda Lux,Accesorios,1672.69,902.79,769.9,1,Regular,Físico,Online,Edición Limitada,Verano,25,24,False,Europa
2024-06-28,GoldenGoose.com,GG-BO698,Mini Clutch,Bolsos,456.12,293.84,162.28,2,VIP,Online,Online,Colección Primavera,Verano,7,5,True,Global
2024-01-15,Tokio Ginza,GG-SN462,Running Sole,Sneakers,559.19,243.3,315.89,0,Turista,Físico,Tarjeta,Navidad Exclusiva,Otoño,12,12,False,Asia
2024-02-25,Tokio Ginza,GG-BO318,Mini Clutch,Bolsos,1530.98,868.62,662.36,1,Turista,Físico,Online,Navidad Exclusiva,Invierno,19,18,False,Asia
2024-08-10,Tokio Ginza,GG-CH181,Bomber Star,Chaquetas,1570.74,993.62,577.12,2,Regular,Físico,Tarjeta,,Primavera,19,17,False,Asia
2024-08-08,GoldenGoose.com,GG-AC690,Gorra Logo,Accesorios,1982.6,1041.53,941.07,3,Regular,Online,Online,Edición Limitada,Primavera,15,12,False,Global
2024-09-30,Milán Centro,GG-BO377,Star Bag,Bolsos,1198.19,606.82,591.37,0,Turista,Físico,Online,Edición Limitada,Primavera,19,19,False,Europa
2024-08-29,Tokio Ginza,GG-AC571,Gorra Logo,Accesorios,1759.16,866.91,892.25,4,VIP,Físico,Online,Colección Primavera,Otoño,20,16,False,Asia
2024-03-20,Tokio Ginza,GG-CH691,Denim Glow,Chaquetas,1665.9,724.03,941.87,0,Turista,Físico,Online,Navidad Exclusiva,Verano,5,5,True,Asia
2024-05-29,Madrid Serrano,GG-BO825,Star Bag,Bolsos,1032.82,590.81,442.01,2,VIP,Físico,Online,,Otoño,23,21,False,Europa
2024-09-19,NY Soho,GG-SN512,Running Sole,Sneakers,1149.54,714.14,435.4,2,VIP,Físico,Tarjeta,,Verano,11,9,True,EE.UU.
2024-07-06,Tokio Ginza,GG-BO187,Star Bag,Bolsos,1463.87,854.25,609.62,5,Regular,Físico,Tarjeta,Edición Limitada,Invierno,15,10,False,Asia
2024-06-30,GoldenGoose.com,GG-CH503,Bomber Star,Chaquetas,1035.29,430.49,604.8,3,Regular,Online,Tarjeta,Navidad Exclusiva,Verano,16,13,False,Global
2024-08-04,Milán Centro,GG-AC487,Bufanda Lux,Accesorios,1300.9,648.91,651.99,0,Regular,Físico,Tarjeta,Navidad Exclusiva,Verano,11,11,False,Europa
2024-10-25,Madrid Serrano,GG-SN320,Super-Star,Sneakers,1979.43,953.11,1026.32,4,VIP,Físico,Online,,Otoño,11,7,True,Europa
2024-01-27,París Marais,GG-SN437,Stardan,Sneakers,1026.88,634.36,392.52,3,Turista,Físico,Tarjeta,Colaboración GGxArt,Primavera,18,15,False,Europa
2024-07-02,Tokio Ginza,GG-BO476,Star Bag,Bolsos,1163.92,567.05,596.87,1,Regular,Físico,Online,Edición Limitada,Verano,7,6,True,Asia
2024-06-16,Tokio Ginza,GG-AC216,Bufanda Lux,Accesorios,783.92,462.94,320.98,0,VIP,Físico,Online,Colección Primavera,Otoño,13,13,False,Asia
2024-02-25,Madrid Serrano,GG-AC268,Gorra Logo,Accesorios,1514.11,867.25,646.86,1,Regular,Físico,Online,Navidad Exclusiva,Invierno,23,22,False,Europa
2024-09-07,NY Soho,GG-SN313,Stardan,Sneakers,1443.75,795.43,648.32,2,Regular,Físico,Online,Navidad Exclusiva,Invierno,28,26,False,EE.UU.
2024-11-08,GoldenGoose.com,GG-BO163,Mini Clutch,Bolsos,610.85,303.64,307.21,3,Regular,Online,Online,Navidad Exclusiva,Invierno,16,13,False,Global
2024-08-30,París Marais,GG-AC303,Bufanda Lux,Accesorios,755.03,452.58,302.45,0,Regular,Físico,Online,Edición Limitada,Otoño,14,14,False,Europa
2024-02-05,Tokio Ginza,GG-SN699,Super-Star,Sneakers,741.73,460.08,281.65,2,Regular,Físico,Tarjeta,Colaboración GGxArt,Otoño,25,23,False,Asia
2024-08-03,Tokio Ginza,GG-SN461,Stardan,Sneakers,1160.8,666.98,493.82,3,Regular,Físico,Tarjeta,,Invierno,16,13,False,Asia
2024-12-18,GoldenGoose.com,GG-AC943,Gorra Logo,Accesorios,1612.38,1001.32,611.06,1,Regular,Online,Tarjeta,Colaboración GGxArt,Primavera,29,28,False,Global
2024-09-21,GoldenGoose.com,GG-BO668,Tote GG,Bolsos,1938.32,947.37,990.95,3,Turista,Online,Online,Colaboración GGxArt,Otoño,8,5,True,Global
2024-01-18,París Marais,GG-CH334,Denim Glow,Chaquetas,1220.42,745.68,474.74,4,Regular,Físico,Online,Colaboración GGxArt,Primavera,13,9,True,Europa
2024-03-03,Madrid Serrano,GG-BO460,Mini Clutch,Bolsos,1520.59,967.66,552.93,1,VIP,Físico,Online,Colaboración GGxArt,Invierno,25,24,False,Europa
2024-04-08,NY Soho,GG-AC530,Cinturón Star,Accesorios,1776.51,777.64,998.87,3,Regular,Físico,Online,Colección Primavera,Invierno,31,28,False,EE.UU.
2024-12-11,París Marais,GG-SN512,Running Sole,Sneakers,1363.96,587.18,776.78,0,VIP,Físico,Tarjeta,Colaboración GGxArt,Invierno,19,19,False,Europa
2024-05-25,Milán Centro,GG-SN140,Stardan,Sneakers,1152.16,615.73,536.43,0,Regular,Físico,Online,Navidad Exclusiva,Primavera,27,27,False,Europa
2024-11-10,Milán Centro,GG-CH190,Leather Biker,Chaquetas,1330.46,841.1,489.36,2,VIP,Físico,Tarjeta,Edición Limitada,Primavera,22,20,False,Europa
2024-01-01,GoldenGoose.com,GG-SN611,Super-Star,Sneakers,1462.62,790.75,671.87,0,Regular,Online,Tarjeta,,Invierno,18,18,False,Global
2024-12-10,Milán Centro,GG-CH412,Bomber Star,Chaquetas,1657.57,820.06,837.51,0,Regular,Físico,Tarjeta,Navidad Exclusiva,Verano,5,5,True,Europa
2024-10-14,NY Soho,GG-SN596,Ball Star,Sneakers,1559.45,698.26,861.19,2,VIP,Físico,Tarjeta,,Otoño,16,14,False,EE.UU.
2024-09-30,Milán Centro,GG-AC752,Cinturón Star,Accesorios,1658.47,689.13,969.34,1,Regular,Físico,Online,Colaboración GGxArt,Invierno,9,8,True,Europa
2024-03-17,Madrid Serrano,GG-CH268,Denim Glow,Chaquetas,1724.62,889.45,835.17,2,Regular,Físico,Online,Navidad Exclusiva,Invierno,30,28,False,Europa
2024-02-11,GoldenGoose.com,GG-AC970,Bufanda Lux,Accesorios,547.58,304.22,243.36,3,VIP,Online,Online,,Otoño,11,8,True,Global
2024-10-22,París Marais,GG-BO584,Tote GG,Bolsos,1606.91,952.15,654.76,3,Regular,Físico,Online,Edición Limitada,Verano,15,12,False,Europa
2024-02-16,Tokio Ginza,GG-AC384,Gorra Logo,Accesorios,1581.79,878.77,703.02,1,Regular,Físico,Online,,Invierno,6,5,True,Asia
2024-09-19,París Marais,GG-SN926,Stardan,Sneakers,915.04,467.84,447.2,2,VIP,Físico,Online,Colección Primavera,Primavera,15,13,False,Europa
2024-08-07,GoldenGoose.com,GG-BO851,Star Bag,Bolsos,1895.9,784.39,1111.51,1,Turista,Online,Tarjeta,Edición Limitada,Invierno,10,9,True,Global
2024-03-01,Tokio Ginza,GG-AC101,Bufanda Lux,Accesorios,787.74,397.28,390.46,1,Turista,Físico,Online,Edición Limitada,Verano,29,28,False,Asia
2024-07-24,Tokio Ginza,GG-CH573,Bomber Star,Chaquetas,643.53,351.56,291.97,3,Turista,Físico,Tarjeta,Colección Primavera,Verano,27,24,False,Asia
2024-04-24,París Marais,GG-AC342,Cinturón Star,Accesorios,785.57,476.48,309.09,2,VIP,Físico,Online,Navidad Exclusiva,Primavera,21,19,False,Europa
2024-09-26,París Marais,GG-SN165,Stardan,Sneakers,1544.08,867.3,676.78,0,VIP,Físico,Online,,Verano,29,29,False,Europa
2024-04-01,Madrid Serrano,GG-CH154,Leather Biker,Chaquetas,768.15,380.97,387.18,0,Regular,Físico,Online,Colección Primavera,Primavera,18,18,False,Europa
2024-09-01,GoldenGoose.com,GG-AC641,Bufanda Lux,Accesorios,1192.35,608.19,584.16,0,Regular,Online,Tarjeta,Colección Primavera,Verano,9,9,True,Global
2024-08-26,GoldenGoose.com,GG-SN769,Ball Star,Sneakers,1955.93,1192.29,763.64,1,Regular,Online,Tarjeta,Navidad Exclusiva,Verano,30,29,False,Global
2024-02-12,París Marais,GG-AC834,Cinturón Star,Accesorios,597.7,320.03,277.67,2,VIP,Físico,Tarjeta,,Invierno,13,11,False,Europa
2024-03-25,Tokio Ginza,GG-AC673,Gorra Logo,Accesorios,1477.11,647.99,829.12,2,Regular,Físico,Online,Colección Primavera,Invierno,9,7,True,Asia
2024-01-01,Milán Centro,GG-BO746,Mini Clutch,Bolsos,795.6,456.83,338.77,2,Regular,Físico,Online,,Primavera,22,20,False,Europa
2024-06-24,Madrid Serrano,GG-BO141,Star Bag,Bolsos,1996.53,1009.92,986.61,2,Turista,Físico,Online,Colaboración GGxArt,Invierno,15,13,False,Europa
2024-06-16,GoldenGoose.com,GG-SN176,Running Sole,Sneakers,499.44,200.08,299.36,1,VIP,Online,Tarjeta,Colaboración GGxArt,Otoño,11,10,False,Global
2024-10-22,París Marais,GG-SN699,Super-Star,Sneakers,1892.66,1226.89,665.77,1,VIP,Físico,Online,Colección Primavera,Verano,23,22,False,Europa
2024-11-24,Milán Centro,GG-AC648,Gorra Logo,Accesorios,1323.66,820.97,502.69,3,Regular,Físico,Tarjeta,Colaboración GGxArt,Verano,28,25,False,Europa
2024-08-28,Milán Centro,GG-SN874,Running Sole,Sneakers,859.45,475.08,384.37,2,VIP,Físico,Online,Navidad Exclusiva,Primavera,22,20,False,Europa
